Nationalitätszeichen,Unterscheidungszeichen,StadtOderKreis,Herleitung,Bundesland.Name,Bundesland.Iso3166-2,Fußnoten,Bemerkung,KI-Text,gespeichert
D,KEM,"Bayreuth, Tirschenreuth",KEMnath,Bayern,DE-BY,3,,,nein
D,KF,"Kaufbeuren, Stadt",KauFbeuren,Bayern,DE-BY,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Ostallgäu",,nein
D,KG,Bad Kissingen,KissinGen,Bayern,DE-BY,,,,nein
D,KH,Bad Kreuznach,KreuznacH,Rheinland-Pfalz,DE-RP,,,,nein
D,KI,Kiel,KIel,Schleswig-Holstein,DE-SH,,,,nein
D,KIB,Donnersbergkreis,KIrchheimBolanden,Rheinland-Pfalz,DE-RP,,,,nein
D,KK,Viersen,"Kempen, Krefeld",Nordrhein-Westfalen,DE-NW,,,,nein
D,KL,Kaiserslautern,KaisersLautern,Rheinland-Pfalz,DE-RP,,,,nein
D,KLE,Kleve,KLEve,Nordrhein-Westfalen,DE-NW,,,,nein
D,KLZ,Altmarkkreis Salzwedel,KLötZe,Sachsen-Anhalt,DE-ST,,,,nein
D,KM,Bautzen,KaMenz,Sachsen,DE-SN,,,,nein
D,KN,Konstanz,KoNstanz,Baden-Württemberg,DE-BW,,,,nein
D,KO,"Koblenz, Stadt",KOblenz,Rheinland-Pfalz,DE-RP,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Mayen-Koblenz",,nein
D,KR,"Krefeld, Stadt",KRefeld,Nordrhein-Westfalen,DE-NW,,,,nein
D,KRU,Günzburg,KRUmbach,Bayern,DE-BY,,,,nein
D,KS,Kassel,KasSel,Hessen,DE-HE,3,,,nein
D,KT,Kitzingen,KiTzingen,Bayern,DE-BY,,,,nein
D,KU,Kulmbach,KUlmbach,Bayern,DE-BY,,,,nein
D,KUS,Kusel,KUSel,Rheinland-Pfalz,DE-RP,,,,nein
D,KW,Dahme-Spreewald,Königs Wusterhausen,Brandenburg,DE-BB,,,,nein
D,KY,Ostprignitz-Ruppin,KYritz,Brandenburg,DE-BB,,,,nein
D,KYF,Kyffhäuserkreis,KYFfhäuser,Thüringen,DE-TH,,,,nein
D,KÖN,Rhön-Grabfeld,KÖNigshofen,Bayern,DE-BY,,,,nein
D,KÖT,Anhalt-Bitterfeld,KÖThen,Sachsen-Anhalt,DE-ST,,,,nein
D,KÖZ,Cham,KÖtZting,Bayern,DE-BY,,,,nein
D,KÜN,Hohenlohekreis,KÜNzelsau,Baden-Württemberg,DE-BW,,,,nein
D,L,Leipzig,Leipzig,Sachsen,DE-SN,1,,,nein
D,LA,Landshut,LAndshut,Bayern,DE-BY,1,,,nein
D,LAN,Dingolfing-Landau,LANdau,Bayern,DE-BY,,,,nein
D,LAU,Nürnberger Land,LAUf,Bayern,DE-BY,,,,nein
D,LB,Ludwigsburg,LudwigsBurg,Baden-Württemberg,DE-BW,,,,nein
D,LBS,Saale-Orla-Kreis,LoBenStein,Thüringen,DE-TH,,,,nein
D,LBZ,Ludwigslust-Parchim,LüBZ,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,LC,Dahme-Spreewald,LuCkau,Brandenburg,DE-BB,,,,nein
D,LD,"Landau in der Pfalz, Stadt",LanDau,Rheinland-Pfalz,DE-RP,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Südliche Weinstraße",,nein
D,LDK,"Lahn-Dill-Kreis in Wetzlar, Kreis",Lahn-Dill-Kreis,Hessen,DE-HE,,,,nein
D,LDS,Dahme-Spreewald,Landkreis Dahme-Spreewald,Brandenburg,DE-BB,,,,nein
D,LEO,Böblingen,LEOnberg,Baden-Württemberg,DE-BW,,,,nein
D,LER,Leer,LEeR,Niedersachsen,DE-NI,,,,nein
D,LEV,"Leverkusen, Stadt",LEVerkusen,Nordrhein-Westfalen,DE-NW,,,,nein
D,LF,"Altötting, Berchtesgadener Land,Traunstein",LauFen,Bayern,DE-BY,3,,,nein
D,LG,Lüneburg,LüneburG,Niedersachsen,DE-NI,,,,nein
D,LH,"Coesfeld, Unna",LüdingHausen,Nordrhein-Westfalen,DE-NW,3,,,nein
D,LI,Lindau (Bodensee),LIndau,Bayern,DE-BY,,,,nein
D,LIB,Elbe-Elster,LIeBenwerda,Brandenburg,DE-BB,,,,nein
D,LIF,Lichtenfels,LIchtenFels,Bayern,DE-BY,,,,nein
D,LIP,Lippe,LIPpe,Nordrhein-Westfalen,DE-NW,,,,nein
D,LL,Landsberg am Lech,Landsberg am Lech,Bayern,DE-BY,,,,nein
D,LM,Limburg-Weilburg,LiMburg,Hessen,DE-HE,,,,nein
D,LN,Dahme-Spreewald,LübbeN,Brandenburg,DE-BB,,,,nein
D,LOS,Oder-Spree,Landkreis Oder-Spree,Brandenburg,DE-BB,,,,nein
D,LP,Soest,LiPpstadt,Nordrhein-Westfalen,DE-NW,,,,nein
D,LR,Ortenaukreis,LahR,Baden-Württemberg,DE-BW,,,,nein
D,LRO,"Rostock, Landkreis",Landkreis ROstock,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,LSZ,Unstrut-Hainich-Kreis,LangenSalZa,Thüringen,DE-TH,,,,nein
D,LU,Ludwigshafen am Rhein,LUdwigshafen,Rheinland-Pfalz,DE-RP,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rheinland-Pfalz-Kreis",,nein
D,LUP,Ludwigslust-Parchim,"LUdwigslust, Parchim",Mecklenburg-Vorpommern,DE-MV,,,,nein
D,LWL,Ludwigslust-Parchim,LudWigsLust,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,LÖ,Lörrach,LÖrrach,Baden-Württemberg,DE-BW,,,,nein
D,LÖB,Görlitz,LÖBau,Sachsen,DE-SN,,,,nein
D,LÜN,Unna,LÜNen,Nordrhein-Westfalen,DE-NW,,,,nein
D,M,München,München,Bayern,DE-BY,1,,,nein
D,MA,"Mannheim, Stadt",MAnnheim,Baden-Württemberg,DE-BW,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rhein-Neckar-Kreis",,nein
D,MAB,Erzgebirgskreis,MArienBerg,Sachsen,DE-SN,,,,nein
D,MAI,"Kelheim, Landshut",MAInburg,Bayern,DE-BY,3,,,nein
D,MAK,Wunsiedel i. Fichtelgebirge,MArKtredwitz,Bayern,DE-BY,,,,nein
D,MAL,Landshut Straubing-Bogen,MALlersdorf,Bayern,DE-BY,3,,,nein
D,MB,Miesbach,MiesBach,Bayern,DE-BY,,,,nein
D,MC,Mecklenburgische Seenplatte,MalChin,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,MD,"Magdeburg, Stadt",MagDeburg,Sachsen-Anhalt,DE-ST,,,,nein
D,ME,Mettmann,MEttmann,Nordrhein-Westfalen,DE-NW,,,,nein
D,MED,Dithmarschen,MElDorf,Schleswig-Holstein,DE-SH,,,,nein
D,MEG,Schwalm-Eder-Kreis,MElsunGen,Hessen,DE-HE,,,,nein
D,MEI,Meißen,MEIßen,Sachsen,DE-SN,,,,nein
D,MEK,Erzgebirgskreis,Mittlerer ErzgebirgsKreis,Sachsen,DE-SN,,,,nein
D,MEL,Osnabrück,MELle,Niedersachsen,DE-NI,,,,nein
D,MER,Saalekreis,MERseburg,Sachsen-Anhalt,DE-ST,,,,nein
D,MET,Rhön-Grabfeld,MEllrichstadT,Bayern,DE-BY,,,,nein
D,MG,"Mönchengladbach, Stadt",MönchenGladbach,Nordrhein-Westfalen,DE-NW,,,,nein
D,MGH,Main-Tauber-Kreis,MerGentHeim,Baden-Württemberg,DE-BW,,,,nein
D,MGN,Schmalkalden-Meiningen,MeininGeN,Thüringen,DE-TH,,,,nein
D,MH,"Mülheim an der Ruhr, Stadt",MülHeim,Nordrhein-Westfalen,DE-NW,,,,nein
D,MHL,Unstrut-Hainich-Kreis,MüHLhausen,Thüringen,DE-TH,,,,nein
D,MI,Minden-Lübbecke,MInden,Nordrhein-Westfalen,DE-NW,,,,nein
D,MIL,Miltenberg,MILtenberg,Bayern,DE-BY,,,,nein
D,MK,Märkischer Kreis,Märkischer Kreis,Nordrhein-Westfalen,DE-NW,,,,nein
D,MKK,Main-Kinzig-Kreis,Main-Kinzig-Kreis,Hessen,DE-HE,,,,nein
D,ML,Mansfeld-Südharz,Mansfelder Land,Sachsen-Anhalt,DE-ST,,,,nein
D,MM,"Memmingen, Stadt",MemMingen,Bayern,DE-BY,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Unterallgäu",,nein
D,MN,Unterallgäu,MiNdelheim,Bayern,DE-BY,,,,nein
D,MO,Wesel,MOers,Nordrhein-Westfalen,DE-NW,,,,nein
D,MOD,Ostallgäu,MarktOberDorf,Bayern,DE-BY,,,,nein
D,MOL,Märkisch-Oderland,Märkisch-OderLand,Brandenburg,DE-BB,,,,nein
D,MON,"Aachen, Düren",MONschau,Nordrhein-Westfalen,DE-NW,3,,,nein
D,MOS,Neckar-Odenwald-Kreis,MOSbach,Baden-Württemberg,DE-BW,,,,nein
D,MQ,Saalekreis,"Merseburg, Querfurt",Sachsen-Anhalt,DE-ST,,,,nein
D,MR,Marburg-Biedenkopf,MaRburg,Hessen,DE-HE,,,,nein
D,MS,"Münster, Stadt",MünSter,Nordrhein-Westfalen,DE-NW,,,,nein
D,MSE,Mecklenburgische Seenplatte,Mecklenburgische SEenplatte,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,MSH,Mansfeld-Südharz,"Mansfeld, SüdHarz",Sachsen-Anhalt,DE-ST,,,,nein
D,MSP,Main-Spessart,"Main, SPessart",Bayern,DE-BY,,,,nein
D,MST,Mecklenburgische Seenplatte,Mecklenburg-STrelitz,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,MTK,Main-Taunus-Kreis,Main-Taunus-Kreis,Hessen,DE-HE,,,,nein
D,MTL,Leipzig,MuldenTaL,Sachsen,DE-SN,,,,nein
D,MUC,"München, Stadt",MUenChen,Bayern,DE-BY,,,,nein
D,MW,Mittelsachsen,MittWeida,Sachsen,DE-SN,,,,nein
D,MY,Mayen-Koblenz,MaYen,Rheinland-Pfalz,DE-RP,,,,nein
D,MYK,Mayen-Koblenz,"MaYen, Koblenz",Rheinland-Pfalz,DE-RP,,,,nein
D,MZ,Mainz,MainZ,Rheinland-Pfalz,DE-RP,1,,,nein
D,MZG,Merzig-Wadern,MerZiG,Saarland,DE-SL,,,,nein
D,MÜ,Mühldorf am Inn,MÜhldorf,Bayern,DE-BY,,,,nein
D,MÜB,"Bayreuth, Hof",MÜnchBerg,Bayern,DE-BY,3,,,nein
D,MÜL,Breisgau-Hochschwarzwald,MÜLlheim,Baden-Württemberg,DE-BW,,,,nein
D,MÜR,Mecklenburgische Seenplatte,MÜRitz,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,N,"Nürnberg Stadt, Nürnberger Land",Nürnberg,Bayern,DE-BY,3,,,nein
D,NAB,"Amberg-Sulzbach, Schwandorf",NABburg,Bayern,DE-BY,3,,,nein
D,NAI,Hof,NAIla,Bayern,DE-BY,,,,nein
D,NAU,Havelland,NAUen,Brandenburg,DE-BB,,,,nein
D,NB,"Neubrandenburg, Stadt",NeuBrandenburg,Mecklenburg-Vorpommern,DE-MV,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Mecklenburg-Strelitz",,nein
D,ND,Neuburg-Schrobenhausen,Neuburg an der Donau,Bayern,DE-BY,,,,nein
D,NDH,Nordhausen,NorDHausen,Thüringen,DE-TH,,,,nein
D,NE,Rhein-Kreis Neuss,NEuss,Nordrhein-Westfalen,DE-NW,,,,nein
D,NEA,Neustadt an der Aisch-Bad Winsheim,NEustadt an der Aisch,Bayern,DE-BY,,,,nein
D,NEB,Burgenlandkreis,NEBra,Sachsen-Anhalt,DE-ST,,,,nein
D,NEC,"Zulassungsstelle Coburg, Zweckverband",NEustadt bei Coburg,Bayern,DE-BY,,,,nein
D,NEN,Schwandorf,NEuNburg,Bayern,DE-BY,,,,nein
D,NES,Rhön-Grabfeld,NEustadt an der Saale,Bayern,DE-BY,,,,nein
D,NEU,Breisgau-Hochschwarzwald,NEUstadt,Baden-Württemberg,DE-BW,,,,nein
D,NEW,Neustadt an der Waldnaab,NEustadt an der Waldnaab,Bayern,DE-BY,,,,nein
D,NF,Nordfriesland,NordFriesland,Schleswig-Holstein,DE-SH,,,,nein
D,NH,Sonneberg,NeuHaus,Thüringen,DE-TH,,,,nein
D,NI,Nienburg (Weser),NIenburg,Niedersachsen,DE-NI,,,,nein
D,NK,Neunkirchen Saar,NeunKirchen,Saarland,DE-SL,,,,nein
D,NM,Neumarkt in der Oberpfalz,NeuMarkt,Bayern,DE-BY,,,,nein
D,NMB,Burgenlandkreis,NauMBurg,Sachsen-Anhalt,DE-ST,,,,nein
D,NMS,Neumünster,NeuMünSter,Schleswig-Holstein,DE-SH,,,,nein
D,NOH,Grafschaft Bentheim,NOrdHorn,Niedersachsen,DE-NI,,,,nein
D,NOL,Görlitz,Niederschlesische OberLausitz,Sachsen,DE-SN,,,,nein
D,NOM,Northeim,NOrtheiM,Niedersachsen,DE-NI,,,,nein
D,NOR,Aurich,NORden,Niedersachsen,DE-NI,,,,nein
D,NP,Ostprignitz-Ruppin,NeurupPin,Brandenburg,DE-BB,,,,nein
D,NR,Neuwied,Neuwied am Rhein,Rheinland-Pfalz,DE-RP,,,,nein
D,NT,Esslingen,NürTingen,Baden-Württemberg,DE-BW,,,,nein
D,NU,Neu-Ulm,Neu-Ulm,Bayern,DE-BY,,,,nein
D,NVP,Vorpommern-Rügen,NordVorPommern,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,NW,Neustadt an der Weinstraße,Neustadt an der Weinstraße,Rheinland-Pfalz,DE-RP,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Bad Dürkheim",,nein
D,NWM,Nordwestmecklenburg,NordWestMecklenburg,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,NY,Görlitz,NieskY,Sachsen,DE-SN,,,,nein
D,NZ,Mecklenburgische Seenplatte,NeustrelitZ,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,NÖ,Donau-Ries,NÖrdlingen,Bayern,DE-BY,,,,nein
D,OA,Oberallgäu,OberAllgäu,Bayern,DE-BY,,,,nein
D,OAL,Ostallgäu,OstALlgäu,Bayern,DE-BY,,,,nein
D,OB,"Oberhausen, Stadt",OBerhausen,Nordrhein-Westfalen,DE-NW,,,,nein
D,OBB,Miltenberg,OBernBurg,Bayern,DE-BY,,,,nein
D,OBG,Stendal,OsterBurG,Sachsen-Anhalt,DE-ST,,,,nein
D,OC,Börde,OsChersleben,Sachsen-Anhalt,DE-ST,,,,nein
D,OCH,Würzburg,OCHsenfurt,Bayern,DE-BY,,,,nein
D,OD,Stormarn,OlDesloe,Schleswig-Holstein,DE-SH,,,,nein
D,OE,Olpe,OlpE,Nordrhein-Westfalen,DE-NW,,,,nein
D,OF,Offenbach am Main,OFfenbach,Hessen,DE-HE,2,,,nein
D,OG,Ortenaukreis,OffenburG,Baden-Württemberg,DE-BW,,,,nein
D,OH,Ostholstein,OstHolstein,Schleswig-Holstein,DE-SH,,,,nein
D,OHA,Göttingen,Osterode am HArz,Niedersachsen,DE-NI,,,,nein
D,OHV,Oberhavel,OberHaVel,Brandenburg,DE-BB,,,,nein
D,OHZ,Osterholz,OsterHolZ,Niedersachsen,DE-NI,,,,nein
D,OK,Börde,OhreKreis,Sachsen-Anhalt,DE-ST,,,,nein
D,OL,Oldenburg (Oldenburg),OLdenburg,Niedersachsen,DE-NI,1,,,nein
D,OP,"Leverkusen, Stadt",OPladen,Nordrhein-Westfalen,DE-NW,,,,nein
D,OPR,Ostprignitz-Ruppin,"OstPrignitz, Ruppin",Brandenburg,DE-BB,,,,nein
D,OS,Osnabrück,OSnabrück,Niedersachsen,DE-NI,1,,,nein
D,OSL,Oberspreewald-Lausitz,"OberSpreewald, Lausitz",Brandenburg,DE-BB,,,,nein
D,OTW,Neunkirchen,OTtWeiler,Saarland,DE-SL,,,,nein
D,OVI,Schwandorf,OberVIechtach,Bayern,DE-BY,,,,nein
D,OVL,Vogtlandkreis,OberVogtLand,Sachsen,DE-SN,,,,nein
D,OVP,Vorpommern-Greifswald,OstVorPommern,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,OZ,Nordsachsen,OschatZ,Sachsen,DE-SN,,,,nein
D,P,"Potsdam, Stadt",Potsdam,Brandenburg,DE-BB,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Kreis Potsdam-Mittelmark",,nein
D,PA,Passau,PAssau,Bayern,DE-BY,1,,,nein
D,PAF,Pfaffenhofen a. d. Ilm,PfAFfenhofen,Bayern,DE-BY,,,,nein
D,PAN,Rottal-Inn,PfArrkircheN,Bayern,DE-BY,,,,nein
D,PAR,"Kehlheim, Neumarkt i. d. Opf.",PARsberg,Bayern,DE-BY,3,,,nein
D,PB,Paderborn,PaderBorn,Nordrhein-Westfalen,DE-NW,,,,nein
D,PCH,Ludwigslust-Parchim,ParCHim,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,PE,Peine,PEine,Niedersachsen,DE-NI,,,,nein
D,PEG,"Bayreuth, Forchheim, Nürnberger Land",PEGnitz,Bayern,DE-BY,3,,,nein
D,PF,"Pforzheim, Stadt, Enzkreis",PForzheim,Baden-Württemberg,DE-BW,3,,,nein
D,PI,Pinneberg,PInneberg,Schleswig-Holstein,DE-SH,,,,nein
D,PIR,Sächsische Schweiz-Osterzgebirge,PIRna,Sachsen,DE-SN,,,,nein
D,PL,Vogtlandkreis,PLauen,Sachsen,DE-SN,,,,nein
D,PLÖ,Plön,PLÖn,Schleswig-Holstein,DE-SH,,,,nein
D,PM,Potsdam-Mittelmark,"Potsdam, Mittelmark",Brandenburg,DE-BB,,,,nein
D,PN,Saale-Orla-Kreis,PößNeck,Thüringen,DE-TH,,,,nein
D,PR,Prignitz,PRignitz,Brandenburg,DE-BB,,,,nein
D,PRÜ,Eifelkreis Bitburg-Prüm,PRÜm,Rheinland-Pfalz,DE-RP,,,,nein
D,PS,"Pirmasens, Stadt, Südwestpfalz",PirmaSens,Rheinland-Pfalz,DE-RP,3,,,nein
D,PW,Vorpommern-Greifswald,PaseWalk,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,PZ,Uckermark,PrenZlau,Brandenburg,DE-BB,,,,nein
D,QFT,Saalekreis,QuerFurT,Sachsen-Anhalt,DE-ST,,,,nein
D,QLB,Harz,QuedLinBurg,Sachsen-Anhalt,DE-ST,,,,nein
D,R,Regensburg,Regensburg,Bayern,DE-BY,1,,,nein
D,RA,Rastat,RAstatt,Baden-Württemberg,DE-BW,,,,nein
D,RC,Vogtlandkreis,ReiChenbach,Sachsen,DE-SN,,,,nein
D,RD,Rendsburg-Eckernförde,RenDsburg,Schleswig-Holstein,DE-SH,,,,nein
D,RDG,Vorpommern-Rügen,Ribnitz-DamGarten,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,RE,Recklinghausen,REcklinghausen,Nordrhein-Westfalen,DE-NW,,,,nein
D,REG,Regen,REGen,Bayern,DE-BY,,,,nein
D,REH,"Hof, Wunsiedel im Fichtelgebirge",REHau,Bayern,DE-BY,3,,,nein
D,REI,Berchtesgadener Land,REIchenhall,Bayern,DE-BY,,,,nein
D,RG,Meißen,"Riesa, Großenhain",Sachsen,DE-SN,,,,nein
D,RH,Roth,RotH,Bayern,DE-BY,,,,nein
D,RI,Schaumburg,RInteln,Niedersachsen,DE-NI,,,,nein
D,RID,Kelheim,RIeDenburg,Bayern,DE-BY,,,,nein
D,RIE,Meißen,RIEsa,Sachsen,DE-SN,,,,nein
D,RL,Mittelsachsen,RochLitz,Sachsen,DE-SN,,,,nein
D,RM,Mecklenburgische Seenplatte,Röbel/Müritz,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,RN,Havelland,RatheNow,Brandenburg,DE-BB,,,,nein
D,RO,Rosenheim,ROsenheim,Bayern,DE-BY,1,,,nein
D,ROD,"Cham, Schwandorf",RODing,Bayern,DE-BY,3,,,nein
D,ROF,Hersfeld-Rotenburg,ROtenburg an der Fulda,Hessen,DE-HE,,,,nein
D,ROK,Donnersbergkreis,ROcKenhausen,Rheinland-Pfalz,DE-RP,,,,nein
D,ROL,"Kelheim, Landshut",ROttenburg an der Laaber,Bayern,DE-BY,3,,,nein
D,ROS,"Rostock, Landkreis",ROStock,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,ROT,Ansbach,ROthenburg ob der Tauber,Bayern,DE-BY,,,,nein
D,ROW,Rotenburg (Wümme),ROtenburg (Wümme),Niedersachsen,DE-NI,,,,nein
D,RP,Rhein-Pfalz-Kreis,Rhein-Pfalz,Rheinland-Pfalz,DE-RP,,,,nein
D,RS,"Remscheid, Stadt",RemScheid,Nordrhein-Westfalen,DE-NW,,,,nein
D,RSL,"Dessau-Roßlau, Stadt",RosSLau,Sachsen-Anhalt,DE-ST,,,,nein
D,RT,Reutlingen,ReuTlingen,Baden-Württemberg,DE-BW,,,,nein
D,RU,Saalfeld-Rudolstadt,RUdolstadt,Thüringen,DE-TH,,,,nein
D,RV,Ravensburg,RaVensburg,Baden-Württemberg,DE-BW,,,,nein
D,RW,Rottweil,RottWeil,Baden-Württemberg,DE-BW,,,,nein
D,RZ,Herzogtum Lauenburg,RatZeburg,Schleswig-Holstein,DE-SH,,,,nein
D,RÜD,Rheingau-Taunus Kreis,RÜDesheim,Hessen,DE-HE,,,,nein
D,RÜG,Vorpommern-Rügen,RÜGen,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,S,"Stuttgart, Stadt",Stuttgart,Baden-Württemberg,DE-BW,,,,nein
D,SAB,Trier-Saarburg,SAarBurg,Rheinland-Pfalz,DE-RP,,,,nein
D,SAD,Schwandorf,SchwAnDorf,Bayern,DE-BY,,,,nein
D,SAN,"Hof, Kronach, Kulmbach",StAdtsteiNach,Bayern,DE-BY,3,,,nein
D,SAW,Altmarkkreis Salzwedel,SAlzWedel,Sachsen-Anhalt,DE-ST,,,,nein
D,SB,"Saarbrücken, Stadt und Stadtverband außer Völklingen, Stadt (VK)",SaarBrücken,Saarland,DE-SL,,,,nein
D,SBG,Vorpommern-Greifswald,StrasBurG,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,SBK,Salzlandkreis,SchöneBecK,Sachsen-Anhalt,DE-ST,,,,nein
D,SC,"Schwabach, Stadt",SChwabach,Bayern,DE-BY,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Roth",,nein
D,SCZ,Saale-Orla-Kreis,SChleiZ,Thüringen,DE-TH,,,,nein
D,SDH,Kyffhäuserkreis,SonDersHausen,Thüringen,DE-TH,,,,nein
D,SDL,Stendal,StenDaL,Sachsen-Anhalt,DE-ST,,,,nein
D,SDT,Uckermark,SchweDT,Brandenburg,DE-BB,,,,nein
D,SE,Segeberg,SEgeberg,Schleswig-Holstein,DE-SH,,,,nein
D,SEB,Sächsische Schweiz-Osterzgebirge,SEBnitz,Sachsen,DE-SN,,,,nein
D,SEE,Märkisch-Oderland,SEElow,Brandenburg,DE-BB,,,,nein
D,SEF,Neustadt a. d. Aisch-Bad Windsheim,SchEinFeld,Bayern,DE-BY,,,,nein
D,SEL,Wunsiedel i. Fichtelgebirge,SELb,Bayern,DE-BY,,,,nein
D,SFB,Oberspreewald-Lausitz,SenFtenBerg,Brandenburg,DE-BB,,,,nein
D,SFT,Salzlandkreis,StaßFurT,Sachsen-Anhalt,DE-ST,,,,nein
D,SG,"Solingen, Stadt",SolinGen,Nordrhein-Westfalen,DE-NW,,,,nein
D,SGH,Mansfeld-Südharz,SanGerHausen,Sachsen-Anhalt,DE-ST,,,,nein
D,SHA,Schwäbisch Hall,Schwäbisch HAll,Baden-Württemberg,DE-BW,,,,nein
D,SHG,Schaumburg,StadtHaGen,Niedersachsen,DE-NI,,,,nein
D,SHK,Saale-Holzland-Kreis,Saale-Holzland-Kreis,Thüringen,DE-TH,,,,nein
D,SHL,"Suhl, Stadt",SuHL,Thüringen,DE-TH,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Hildburghausen",,nein
D,SI,Siegen-Wittgenstein,SIegen,Nordrhein-Westfalen,DE-NW,,,,nein
D,SIG,Sigmaringen,SIGmaringen,Baden-Württemberg,DE-BW,,,,nein
D,SIM,Rhein-Hunsrück-Kreis,SIMmern,Rheinland-Pfalz,DE-RP,,,,nein
D,SK,Saalekreis,SaaleKreis,Sachsen-Anhalt,DE-ST,,,,nein
D,SL,Schleswig-Flensburg,SchLeswig,Schleswig-Holstein,DE-SH,,,,nein
D,SLE,"Düren, Euskirchen",SchLEiden,Nordrhein-Westfalen,DE-NW,3,,,nein
D,SLF,Saalfeld-Rudolstadt,SaaLFeld,Thüringen,DE-TH,,,,nein
D,SLG,"Ravensburg, Sigmaringen",SauLGau,Baden-Württemberg,DE-BW,3,,,nein
D,SLK,Salzlandkreis,SalzLandKreis,Sachsen-Anhalt,DE-ST,,,,nein
D,SLN,Altenburger Land,SchmölLN,Thüringen,DE-TH,,,,nein
D,SLS,Saarlouis,SaarLouiS,Saarland,DE-SL,,,,nein
D,SLZ,Wartburgkreis,SaLZungen,Thüringen,DE-TH,,,,nein
D,SLÜ,Main-Kinzig-Kreis,SchLÜchtern,Hessen,DE-HE,,,,nein
D,SM,Schmalkalden-Meiningen,SchMalkalden,Thüringen,DE-TH,,,,nein
D,SMÜ,Augsburg,SchwabMÜnchen,Bayern,DE-BY,,,,nein
D,SN,"Schwerin, Stadt",SchweriN,Mecklenburg-Vorpommern,DE-MV,1,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Ludwiglust-Parchim",,nein
D,SO,Soest,SOest,Nordrhein-Westfalen,DE-NW,,,,nein
D,SOB,Neuburg-Schrobenhausen,SchrOBenhausen,Bayern,DE-BY,,,,nein
D,SOG,Weilheim-Schongau,SchOnGau,Bayern,DE-BY,,,,nein
D,SOK,Saale-Orla-Kreis,Saale-Orla-Kreis,Thüringen,DE-TH,,,,nein
D,SON,Sonneberg,SONneberg,Thüringen,DE-TH,,,,nein
D,SP,"Speyer, Stadt",SPeyer,Rheinland-Pfalz,DE-RP,,"auslaufend Kreis, Abwicklung: Zulassungsbehörde Rhein-Pfalz-Kreis",,nein
D,SPB,Spree-Neiße,SPremBerg,Brandenburg,DE-BB,,,,nein
D,SPN,Spree-Neiße,"SPree, Neiße",Brandenburg,DE-BB,,,,nein
D,SR,"Straubing, Straubing-Bogen",StRaubing,Bayern,DE-BY,1,,,nein
D,SRB,Märkisch-Oderland,StRausBerg,Brandenburg,DE-BB,,,,nein
D,SRO,Saale-Holzland-Kreis,StadtROda,Thüringen,DE-TH,,,,nein
D,ST,Steinfurt,STeinfurt,Nordrhein-Westfalen,DE-NW,,,,nein
D,STA,Starnberg,STArnberg,Bayern,DE-BY,,,,nein
D,STB,Ludwigslust-Parchim,STernBerg,Mecklenburg-Vorpommern,DE-MV,,,,nein
D,STD,Stade,STaDe,Niedersachsen,DE-NI,,,,nein
D,STE,Lichtenfels,STaffelstEin,Bayern,DE-BY,,,,nein
D,STL,Erzgebirgskreis,STolLberg,Sachsen,DE-SN,,,,nein
D,STO,"Konstanz, Sigmaringen",STOckach,Baden-Württemberg,DE-BW,3,,,nein
D,SU,Rhein-Sieg-Kreis,SiegbUrg,Nordrhein-Westfalen,DE-NW,,,,nein
D,SUL,Amberg-Sulzbach,SULzbach-Rosenberg,Bayern,DE-BY,,,,nein
D,SW,Schweinfurt,SchWeinfurt,Bayern,DE-BY,1,,,nein
D,SWA,Rheingau-Taunus-Kreis,SchWAlbach,Hessen,DE-HE,,,,nein
D,SY,Diepholz,SYke,Niedersachsen,DE-NI,,,,nein
D,SZ,"Salzgitter, Stadt",SalZgitter,Niedersachsen,DE-NI,,,,nein
